iata,name,city,country_code
FNA,Lungi International Airport,Freetown (Lungi-Town),SL
CSK,Cap Skirring Airport,Cap Skirring,SN
DSS,Blaise Diagne International Airport,Dakar,SN
DKR,Léopold Sédar Senghor International Airport,Dakar,SN
ZIG,Ziguinchor Airport,Ziguinchor,SN
BLW,Beledweyne Airport,Beledweyne,SO
BBO,Berbera Airport,Berbera,SO
BSA,Bosaso / Bender Qassim International Airport,Bosaso,SO
GLK,Galcaio Airport,Galcaio,SO
GGR,Garowe Airport,Garowe,SO
HGA,Egal International Airport,Hargeisa,SO
MGQ,Aden Adde International Airport,Mogadishu,SO
DRJ,Drietabbetje Airport,Drietabbetje,SR
EAX,Eduard Alexander Gummels Airport,Kwatta,SR
MOJ,Moengo Airstrip,Moengo,SR
ORG,Zorg en Hoop Airport,Paramaribo,SR
AGI,Wageningen Airstrip,Wageningen,SR
PBM,Johan Adolf Pengel International Airport,Zandery,SR
JUB,Juba International Airport,Juba,SS
MAK,Malakal International Airport,Malakal,SS
WUU,Wau Airport,Wau,SS
TMS,São Tomé International Airport,São Tomé,ST
PCP,Principe Airport,São Tomé & Príncipe,ST
ILS,Ilopango International Airport,San Salvador,SV
SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),SV
SXM,Princess Juliana International Airport,Sint Maarten,SX
ALP,Aleppo International Airport,Aleppo,SY
DAM,Damascus International Airport,Damascus,SY
KAC,Qamishli Airport,Qamishly,SY
MTS,Matsapha International Airport,Manzini,SZ
SHO,King Mswati III International Airport,Mpaka,SZ
GDT,JAGS McCartney International Airport,Cockburn Town,TC
NCA,North Caicos Airport,North Caicos,TC
PLS,Providenciales International Airport,Providenciales,TC
SLX,Salt Cay Airport,Salt Cay,TC
XSC,South Caicos Airport,South Caicos,TC
AEH,Abeche Airport,Abeche,TD
NDJ,N'Djamena International Airport,N'Djamena,TD
LFW,Lomé–Tokoin International Airport,Lomé,TG
DMK,Don Mueang International Airport,Bangkok,TH
BKK,Suvarnabhumi Airport,Bangkok,TH
BFV,Buri Ram Airport,Buriram,TH
CNX,Chiang Mai International Airport,Chiang Mai,TH
CEI,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH
CJM,Chumphon Airport,Chumphon,TH
HDY,Hat Yai International Airport,Hat Yai,TH
HHQ,Hua Hin Airport,Hua Hin,TH
KKC,Khon Kaen Airport,Khon Kaen,TH
KBV,Krabi Airport,Krabi,TH
TDX,Trat Airport,Laem Ngop,TH
HGN,Mae Hong Son Airport,Mae Hong Son,TH
USM,Samui International Airport,Na Thon (Ko Samui Island),TH
KOP,Nakhon Phanom Airport,Nakhon Phanom,TH
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH
PHS,Phitsanulok Airport,Phitsanulok,TH
HKT,Phuket International Airport,Phuket,TH
UNN,Ranong Airport,Ranong,TH
UTP,U-Tapao–Rayong–Pattaya International Airport,Rayong,TH
ROI,Roi Et Airport,Roi Et,TH
URT,Surat Thani Airport,Surat Thani,TH
PXR,Surin Airport,Surin,TH
TST,Trang Airport,Trang,TH
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH
UTH,Udon Thani International Airport,Udon Thani,TH
LPT,Lampang Airport,nan,TH
LOE,Loei Airport,nan,TH
MAQ,Mae Sot Airport,nan,TH
NNT,Nan Airport,nan,TH
NAW,Narathiwat Airport,nan,TH
PHY,Phetchabun Airport,nan,TH
SNO,Sakon Nakhon Airport,nan,TH
THS,Sukhothai Airport,nan,TH
DYU,Dushanbe International Airport,Dushanbe,TJ
LBD,Khujand International Airport,Khujand,TJ
TJU,Kulob Airport,Kulyab,TJ
KQT,Qurghonteppa International Airport,Kurgan-Tyube,TJ
BCH,Baucau Airport,Baucau,TL
DIL,Presidente Nicolau Lobato International Airport,Dili,TL
ASB,Ashgabat International Airport,Ashgabat,TM
BKN,Balkanabat Airport,Balkanabat,TM
TAZ,Daşoguz Airport,Daşoguz,TM
MYP,Mary International Airport,Mary,TM
KRW,Turkmenbashi International Airport,Turkmenbashi,TM
CRZ,Türkmenabat International Airport,Türkmenabat,TM
NBE,Enfidha - Hammamet International Airport,Enfidha,TN
GAE,Gabès Matmata International Airport,Gabès,TN
GAF,Gafsa Ksar International Airport,Gafsa,TN
DJE,Djerba Zarzis International Airport,Mellita,TN
MIR,Monastir Habib Bourguiba International Airport,Monastir,TN
SFA,Sfax Thyna International Airport,Sfax,TN
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN
TOE,Tozeur Nefta International Airport,Tozeur,TN
TUN,Tunis Carthage International Airport,Tunis,TN
EUA,Kaufana Airport,Eua Island,TO
HPA,Lifuka Island Airport,Lifuka,TO
NTT,Kuini Lavenia Airport,Niuatoputapu,TO
TBU,Fua'amotu International Airport,Nuku'alofa,TO
VAV,Vava'u International Airport,Vava'u Island,TO
ADF,Adıyaman Airport,Adıyaman,TR
KZR,Zafer Airport,Altıntaş,TR
MZH,Amasya Merzifon Airport,Amasya,TR
ESB,Esenboğa International Airport,Ankara,TR
HTY,Hatay Airport,Antakya,TR
AYT,Antalya International Airport,Antalya,TR
IST,İstanbul Airport,"Arnavutköy, Istanbul",TR
AJI,Ağrı Airport,Ağrı,TR
BZI,Balıkesir Airport,Balıkesir,TR
BAL,Batman Airport,Batman,TR
BGG,Bingöl Airport,Bingöl,TR
BJV,Milas Bodrum International Airport,Bodrum,TR
DLM,Dalaman International Airport,Dalaman,TR
DNZ,Çardak Airport,Denizli,TR
DIY,Diyarbakır Airport,Diyarbakır,TR
EDO,Balıkesir Koca Seyit Airport,Edremit,TR
EZS,Elazığ Airport,Elazığ,TR
ERC,Erzincan Airport,Erzincan,TR
ERZ,Erzurum International Airport,Erzurum,TR
AOE,Hasan Polatkan Airport,Eskişehir,TR
GZT,Gaziantep Oğuzeli International Airport,Gaziantep,TR
ADB,Adnan Menderes International Airport,Gaziemir,TR
GZP,Gazipaşa-Alanya Airport,Gazipaşa,TR
YKO,Hakkari Yüksekova Airport,Hakkari,TR
ISE,Süleyman Demirel International Airport,Isparta,TR
IGD,Iğdır Airport,Iğdır,TR
KCM,Kahramanmaraş Airport,Kahramanmaraş,TR
KSY,Kars Airport,Kars,TR
ASR,Kayseri Erkilet International Airport,Kayseri,TR
KYA,Konya Airport,Konya,TR
MLX,Malatya Erhaç Airport,Malatya,TR
MQM,Mardin Airport,Mardin,TR
MSR,Muş Airport,Muş,TR
NAV,Nevşehir Kapadokya Airport,Nevşehir,TR
OGU,Ordu–Giresun Airport,Ordu,TR
SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR
RZV,Rize–Artvin Airport,Rize,TR
SZF,Samsun-Çarşamba Airport,Samsun,TR
ADA,Adana Şakirpaşa Airport,Seyhan,TR
NOP,Sinop Airport,Sinop,TR
VAS,Sivas Nuri Demirağ Airport,Sivas,TR
COV,Çukurova International Airport,Tarsus,TR
TJK,Tokat Airport,Tokat,TR
TZX,Trabzon International Airport,Trabzon,TR
VAN,Van Ferit Melen Airport,Van,TR
YEI,Bursa Yenişehir Airport,Yenişehir,TR
ONQ,Zonguldak Çaycuma Airport,Zonguldak,TR
CKZ,Çanakkale Airport,Çanakkale,TR
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR
GNY,Şanlıurfa GAP Airport,Şanlıurfa,TR
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR
POS,Piarco International Airport,Port of Spain,TT
TAB,A.N.R. Robinson International Airport,Scarborough,TT
FUN,Funafuti International Airport,Funafuti,TV
HUN,Hualien Chiashan Airport,Hualien City,TW
MZG,Penghu Magong Airport,Huxi,TW
KHH,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW
MFK,Matsu Beigan Airport,Matsu (Beigan),TW
LZN,Matsu Nangan Airport,Matsu (Nangan),TW
KYD,Lanyu Airport,Orchid Island,TW
PIF,Pingtung Air Force Base North,Pingtung,TW
KNH,Kinmen Airport,Shang-I,TW
CYI,Chiayi Airport,Shuishang,TW
RMQ,Taichung International Airport / Ching Chuang Kang Air Base,Taichung (Qingshui),TW
TNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW
TSA,Taipei Songshan International Airport,Taipei (Songshan),TW
TTT,Taitung Airport,Taitung City,TW
TPE,Taiwan Taoyuan International Airport,Taoyuan,TW
ARK,Arusha Airport,Arusha,TZ
JRO,Kilimanjaro International Airport,Arusha,TZ
BKZ,Bukoba Airport,Bukoba,TZ
DAR,Julius Nyerere International Airport,Dar es Salaam,TZ
DOD,Dodoma Airport,Dodoma,TZ
TKQ,Kigoma Airport,Kigoma,TZ
MFA,Mafia Airport,Kilindoni,TZ
MBI,Songwe Airport,Mbeya,TZ
MYW,Mtwara Airport,Mtwara,TZ
MUZ,Musoma Airport,Musoma,TZ
MWZ,Mwanza International Airport,Mwanza,TZ
SEU,Seronera Airport,Seronera,TZ
SHY,Shinyanga Airport,Shinyanga,TZ
TBO,Tabora Airport,Tabora,TZ
TGT,Tanga Airport,Tanga,TZ
ZNZ,Abeid Amani Karume International Airport,Zanzibar,TZ
KBP,Boryspil International Airport,Boryspil,UA
CWC,Chernivtsi International Airport,Chernivtsi,UA
DNK,Dnipro International Airport,Dnipro,UA
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA
HRK,Kharkiv International Airport,Kharkiv,UA
KHE,Kherson International Airport,Kherson,UA
KWG,Kryvyi Rih International Airport,Kryvyi Rih,UA
IEV,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,UA
LWO,Lviv International Airport,Lviv,UA
MPW,Mariupol International Airport,Mariupol,UA
NLV,Mykolaiv International Airport,Nikolayev,UA
ODS,Odessa International Airport,Odessa,UA
RWN,Rivne International Airport,Rivne,UA
SIP,Simferopol International Airport,Simferopol,UA
UDJ,Uzhhorod International Airport,Uzhhorod,UA
OZH,Zaporizhzhia International Airport,Zaporizhia,UA
RUA,Arua Airport,Arua,UG
ULU,Gulu Airport,Gulu,UG
EBB,Entebbe International Airport,Kampala,UG
KXO,Kisoro Airport,Kisoro,UG
SRT,Soroti Airport,Soroti,UG
AWK,Wake Island Airfield,Wake Island,UM
ABR,Aberdeen Regional Airport,Aberdeen,US
ABI,Abilene Regional Airport,Abilene,US
ADK,Adak Airport,Adak,US
AKK,Akhiok Airport,Akhiok,US
KKI,Akiachak Airport,Akiachak,US
AKI,Akiak Airport,Akiak,US
CAK,Akron Canton Regional Airport,Akron,US
KQA,Akutan Airport,Akutan,US
AUK,Alakanuk Airport,Alakanuk,US
ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US
ALB,Albany International Airport,Albany,US
ABY,Southwest Georgia Regional Airport,Albany,US
ABQ,Albuquerque International Sunport,Albuquerque,US
WKK,Aleknagik / New Airport,Aleknagik,US
AEX,Alexandria International Airport,Alexandria,US
AET,Allakaket Airport,Allakaket,US
ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US
AIA,Alliance Municipal Airport,Alliance,US
APN,Alpena County Regional Airport,Alpena,US
AOO,Altoona Blair County Airport,Altoona,US
AMA,Rick Husband Amarillo International Airport,Amarillo,US
ABL,Ambler Airport,Ambler,US
AOS,Amook Bay Seaplane Base,Amook Bay,US
OTS,Anacortes Airport,Anacortes,US
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US
MRI,Merrill Field,Anchorage,US
ANC,Ted Stevens Anchorage International Airport,Anchorage,US
AGN,Angoon Seaplane Base,Angoon,US
ANI,Aniak Airport,Aniak,US
ANV,Anvik Airport,Anvik,US
ATW,Appleton International Airport,Appleton,US
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US
ARC,Arctic Village Airport,Arctic Village,US
AVL,Asheville Regional Airport,Asheville,US
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US
AKB,Atka Airport,Atka,US
PDK,DeKalb Peachtree Airport,Atlanta,US
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US
ACY,Atlantic City International Airport,Atlantic City,US
ATT,Atmautluak Airport,Atmautluak,US
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US
AGS,Augusta Regional At Bush Field,Augusta,US
AUG,Augusta State Airport,Augusta,US
AUS,Austin Bergstrom International Airport,Austin,US
BFL,Meadows Field,Bakersfield,US
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US
BGR,Bangor International Airport,Bangor,US
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US
WBQ,Beaver Airport,Beaver,US
BKW,Raleigh County Memorial Airport,Beaver,US
BED,Laurence G Hanscom Field,Bedford,US
BLV,Scott AFB/Midamerica Airport,Belleville,US
BLI,Bellingham International Airport,Bellingham,US
BET,Bethel Airport,Bethel,US
BTT,Bettles Airport,Bettles,US
BIL,Billings Logan International Airport,Billings,US
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US
KBC,Birch Creek Airport,Birch Creek,US
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US
BIH,Eastern Sierra Regional Airport,Bishop,US
BIS,Bismarck Municipal Airport,Bismarck,US
BYW,Blakely Island Airport,Blakely Island,US
BID,Block Island State Airport,Block Island,US
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US
TRI,Tri-Cities Regional TN/VA Airport,Blountville,US
BOI,Boise Air Terminal/Gowen Field,Boise,US
BOS,General Edward Lawrence Logan International Airport,Boston,US
BLD,Boulder City Municipal Airport,Boulder City,US
BZN,Bozeman Yellowstone International Airport,Bozeman,US
BFD,Bradford Regional Airport,Bradford,US
BRD,Brainerd Lakes Regional Airport,Brainerd,US
BKG,Branson Airport,Branson,US
KTS,Brevig Mission Airport,Brevig Mission,US
CKB,North Central West Virginia Airport,Bridgeport,US
BRO,Brownsville South Padre Island International Airport,Brownsville,US
BQK,Brunswick Golden Isles Airport,Brunswick,US
BKC,Buckland Airport,Buckland,US
BUF,Buffalo Niagara International Airport,Buffalo,US
BUR,Bobe Hope / Hollywood Burbank Airport,Burbank,US
BTV,Patrick Leahy Burlington International Airport,Burlington,US
BRL,Southeast Iowa Regional Airport,Burlington,US
BTM,Bert Mooney Airport,Butte,US
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US
CNM,Cavern City Air Terminal,Carlsbad,US
CLD,McClellan-Palomar Airport,Carlsbad,US
CPR,Casper-Natrona County International Airport,Casper,US
CDC,Cedar City Regional Airport,Cedar City,US
CID,The Eastern Iowa Airport,Cedar Rapids,US
CWS,Center Island Airport,Center Island,US
CEM,Central Airport,Central,US
CDR,Chadron Municipal Airport,Chadron,US
CIK,Chalkyitsik Airport,Chalkyitsik,US
CHS,Charleston International Airport,Charleston,US
CRW,Yeager Airport,Charleston,US
CLT,Charlotte Douglas International Airport,Charlotte,US
CHO,Charlottesville Albemarle Airport,Charlottesville,US
CYM,Chatham Seaplane Base,Chatham,US
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US
CYF,Chefornak Airport,Chefornak,US
NCN,Chenega Bay Airport,Chenega,US
VAK,Chevak Airport,Chevak,US
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US
MDW,Chicago Midway International Airport,Chicago,US
ORD,Chicago O'Hare International Airport,Chicago,US
RFD,Chicago Rockford International Airport,Chicago/Rockford,US
CKX,Chicken Airport,Chicken,US
KCG,Chignik Airport,Chignik,US
KCQ,Chignik Lake Airport,Chignik Lake,US
CHU,Chuathbaluk Airport,Chuathbaluk,US
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US
IRC,Circle City (New) Airport,Circle,US
CLP,Clarks Point Airport,Clarks Point,US
CLE,Cleveland Hopkins International Airport,Cleveland,US
CVN,Clovis Municipal Airport,Clovis,US
COD,Yellowstone Regional Airport,Cody,US
KCC,Coffman Cove Seaplane Base,Coffman Cove,US
CDB,Cold Bay Airport,Cold Bay,US
CLL,Easterwood Field,College Station,US
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US
CAE,Columbia Metropolitan Airport,Columbia,US
COU,Columbia Regional Airport,Columbia,US
CSG,Columbus Airport,Columbus,US
CMH,John Glenn Columbus International Airport,Columbus,US
LCK,Rickenbacker International Airport,Columbus,US
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US
CCR,Buchanan Field,Concord,US
USA,Concord-Padgett Regional Airport,Concord,US
CDV,Merle K (Mudhole) Smith Airport,Cordova,US
CRP,Corpus Christi International Airport,Corpus Christi,US
CEZ,Cortez Municipal Airport,Cortez,US
CGA,Craig Seaplane Base,Craig,US
CEC,Jack Mc Namara Field Airport,Crescent City,US
CKD,Crooked Creek Airport,Crooked Creek,US
DAL,Dallas Love Field,Dallas,US
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US
DAY,James M. Cox Dayton International Airport,Dayton,US
DAB,Daytona Beach International Airport,Daytona Beach,US
SCC,Deadhorse Airport,Deadhorse,US
DEC,Decatur Airport,Decatur,US
DTR,Decatur Shores Airport,Decatur,US
DHB,Deer Harbor SPB,Deer Harbor,US
DRG,Deering Airport,Deering,US
DEN,Denver International Airport,Denver,US
BJC,Rocky Mountain Metropolitan Airport,Denver,US
DSM,Des Moines International Airport,Des Moines,US
DSI,Destin Executive Airport,Destin,US
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US
DVL,Devils Lake Regional Airport,Devils Lake,US
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US
DLG,Dillingham Airport,Dillingham,US
DIO,Diomede Heliport,Diomede,US
DDC,Dodge City Regional Airport,Dodge City,US
DHN,Dothan Regional Airport,Dothan,US
DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US
DUJ,DuBois Regional Airport,Dubois,US
DBQ,Dubuque Regional Airport,Dubuque,US
IAD,Washington Dulles International Airport,Dulles,US
DLH,Duluth International Airport,Duluth,US
DRO,Durango La Plata County Airport,Durango,US
EAA,Eagle Airport,Eagle,US
EGE,Eagle County Regional Airport,Eagle,US
ESD,Orcas Island Airport,Eastsound,US
WDN,Waldron Airstrip,Eastsound,US
EAU,Chippewa Valley Regional Airport,Eau Claire,US
EDA,Edna Bay Seaplane Base,Edna Bay,US
EEK,Eek Airport,Eek,US
EGX,Egegik Airport,Egegik,US
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US
ELP,El Paso International Airport,El Paso,US
ELV,Elfin Cove Seaplane Base,Elfin Cove,US
ELI,Elim Airport,Elim,US
EKO,Elko Regional Airport,Elko,US
ELM,Elmira Corning Regional Airport,Elmira/Corning,US
EMK,Emmonak Airport,Emmonak,US
ERI,Erie International Tom Ridge Field,Erie,US
ESC,Delta County Airport,Escanaba,US
EUG,Eugene Airport,Eugene,US
EVV,Evansville Regional Airport,Evansville,US
PAE,Seattle Paine Field International Airport,Everett,US
TTN,Trenton Mercer Airport,Ewing Township,US
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,US
FAI,Fairbanks International Airport,Fairbanks,US
KFP,False Pass Airport,False Pass,US
FAR,Hector International Airport,Fargo,US
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US
XNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US
FLG,Flagstaff Pulliam Airport,Flagstaff,US
FNT,Bishop International Airport,Flint,US
FLO,Florence Regional Airport,Florence,US
GRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US
FOD,Fort Dodge Regional Airport,Fort Dodge,US
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US
RSW,Southwest Florida International Airport,Fort Myers,US
FSM,Fort Smith Regional Airport,Fort Smith,US
FWA,Fort Wayne International Airport,Fort Wayne,US
FTW,Fort Worth Meacham International Airport,Fort Worth,US
FYU,Fort Yukon Airport,Fort Yukon,US
MBS,MBS International Airport,Freeland,US
FAT,Fresno Yosemite International Airport,Fresno,US
FRD,Friday Harbor Airport,Friday Harbor,US
FBS,Friday Harbor Seaplane Base,Friday Harbor,US
SSW,Stuart Island Airpark,Friday Harbor,US
FNR,Funter Bay Seaplane Base,Funter Bay,US
GNV,Gainesville Regional Airport,Gainesville,US
GAL,Edward G. Pitka Sr Airport,Galena,US
GUP,Gallup Municipal Airport,Gallup,US
GAM,Gambell Airport,Gambell,US
GCK,Garden City Regional Airport,Garden City,US
GYY,Gary Chicago International Airport,Gary,US
GCC,Northeast Wyoming Regional Airport,Gillette,US
GGW,Glasgow Valley County Airport Wokal Field,Glasgow,US
GDV,Dawson Community Airport,Glendive,US
GLV,Golovin Airport,Golovin,US
GNU,Goodnews Airport,Goodnews,US
GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US
GFK,Grand Forks International Airport,Grand Forks,US
GRI,Central Nebraska Regional Airport,Grand Island,US
GJT,Grand Junction Regional Airport,Grand Junction,US
GRR,Gerald R. Ford International Airport,Grand Rapids,US
KGX,Grayling Airport,Grayling,US
GTF,Great Falls International Airport,Great Falls,US
GRB,Austin Straubel International Airport,Green Bay,US
GSO,Piedmont Triad International Airport,Greensboro,US
GLH,Mid Delta Regional Airport,Greenville,US
PGV,Pitt-Greenville Airport,Greenville,US
GSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US
GPT,Gulfport Biloxi International Airport,Gulfport,US
GKN,Gulkana Airport,Gulkana,US
GUC,Gunnison Crested Butte Regional Airport,Gunnison,US
GST,Gustavus Airport,Gustavus,US
MQT,Marquette/Sawyer International Airport,Gwinn,US
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US
SUN,Friedman Memorial Airport,Hailey,US
HNS,Haines Airport,Haines,US
HNM,Hana Airport,Hana,US
CMX,Houghton County Memorial Airport,Hancock,US
HRL,Valley International Airport,Harlingen,US
MDT,Harrisburg International Airport,Harrisburg,US
HRO,Boone County Airport,Harrison,US
BDL,Bradley International Airport,Hartford,US
HVR,Havre City County Airport,Havre,US
HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US
HDN,Yampa Valley Airport,Hayden,US
HYS,Hays Regional Airport,Hays,US
HLN,Helena Regional Airport,Helena,US
HIB,Range Regional Airport,Hibbing,US
ITO,Hilo International Airport,Hilo,US
HHH,Hilton Head Airport,Hilton Head Island,US
HOB,Lea County Regional Airport,Hobbs,US
HYL,Hollis Clark Bay Seaplane Base,Hollis,US
HCR,Holy Cross Airport,Holy Cross,US
HOM,Homer Airport,Homer,US
HNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US
HNH,Hoonah Airport,Hoonah,US
HPB,Hooper Bay Airport,Hooper Bay,US
HOT,Memorial Field Airport,Hot Springs,US
IAH,George Bush Intercontinental Airport,Houston,US
HOU,William P. Hobby Airport,Houston,US
HUS,Hughes Airport,Hughes,US
HTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US
HSV,Huntsville International Airport,Huntsville,US
HSL,Huslia Airport,Huslia,US
HYA,Cape Cod Gateway Airport,Hyannis,US
HYG,Hydaburg Seaplane Base,Hydaburg,US
WHD,Hyder Seaplane Base,Hyder,US
IDA,Idaho Falls Regional Airport,Idaho Falls,US
IGG,Igiugig Airport,Igiugig,US
ILI,Iliamna Airport,Iliamna,US
IPL,Imperial County Airport,Imperial,US
IND,Indianapolis International Airport,Indianapolis,US
INL,Falls International Airport,International Falls,US
IWD,Gogebic Iron County Airport,Ironwood,US
ISP,Long Island MacArthur Airport,Islip,US
ITH,Ithaca Tompkins Regional Airport,Ithaca,US
JAC,Jackson Hole Airport,Jackson,US
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US
MKL,McKellar-Sipes Regional Airport,Jackson,US
JAX,Jacksonville International Airport,Jacksonville,US
JMS,Jamestown Regional Airport,Jamestown,US
JST,John Murtha Johnstown Cambria County Airport,Johnstown,US
JBR,Jonesboro Municipal Airport,Jonesboro,US
JLN,Joplin Regional Airport,Joplin,US
JNU,Juneau International Airport,Juneau,US
OGG,Kahului International Airport,Kahului,US
KOA,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US
KAE,Kake Seaplane Base,Kake,US
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,US
LUP,Kalaupapa Airport,Kalaupapa,US
FCA,Glacier Park International Airport,Kalispell,US
KLG,Kalskag Airport,Kalskag,US
KAL,Kaltag Airport,Kaltag,US
MCI,Kansas City International Airport,Kansas City,US
KYK,Karluk Airport,Karluk,US
KXA,Kasaan Seaplane Base,Kasaan,US
KUK,Kasigluk Airport,Kasigluk,US
BKF,Lake Brooks Seaplane Base,Katmai National Park,US
MKK,Molokai Airport,Kaunakakai,US
EAR,Kearney Regional Airport,Kearney,US
ENA,Kenai Municipal Airport,Kenai,US
KEH,Kenmore Air Harbor LLC Seaplane Base,Kenmore,US
WFB,Ketchikan Harbor Seaplane Base,Ketchikan,US
KTN,Ketchikan International Airport,Ketchikan,US
EYW,Key West International Airport,Key West,US
IAN,Bob Baker Memorial Airport,Kiana,US
CIU,Chippewa County International Airport,Kincheloe,US
KVC,King Cove Airport,King Cove,US
AKN,King Salmon Airport,King Salmon,US
IMT,Ford Airport,Kingsford,US
KPN,Kipnuk Airport,Kipnuk,US
IRK,Kirksville Regional Airport,Kirksville,US
KKB,Kitoi Bay Seaplane Base,Kitoi Bay,US
KVL,Kivalina Airport,Kivalina,US
KLW,Klawock Airport,Klawock,US
TYS,McGhee Tyson Airport,Knoxville/Maryville,US
OBU,Kobuk Airport,Kobuk,US
ADQ,Kodiak Airport,Kodiak,US
KNK,Kokhanok Airport,Kokhanok,US
KGK,Koliganek Airport,Koliganek,US
KKH,Kongiganak Airport,Kongiganak,US
KOT,Kotlik Airport,Kotlik,US
OTZ,Ralph Wien Memorial Airport,Kotzebue,US
KKA,Koyuk Alfred Adams Airport,Koyuk,US
KYU,Koyukuk Airport,Koyukuk,US
KWT,Kwethluk Airport,Kwethluk,US
KWK,Kwigillingok Airport,Kwigillingok,US
LSE,La Crosse Regional Airport,La Crosse,US
LFT,Lafayette Regional Airport,Lafayette,US
JHM,Kapalua Airport,Lahaina,US
LCH,Lake Charles Regional Airport,Lake Charles,US
LAL,Lakeland Linder International Airport,Lakeland,US
LNY,Lanai Airport,Lanai City,US
LNS,Lancaster Airport,Lancaster,US
LAN,Capital Region International Airport,Lansing,US
LAR,Laramie Regional Airport,Laramie,US
LRD,Laredo International Airport,Laredo,US
KLN,Larsen Bay Airport,Larsen Bay,US
LRU,Las Cruces International Airport,Las Cruces,US
LAS,Harry Reid International Airport,Las Vegas,US
LBE,Arnold Palmer Regional Airport,Latrobe,US
LAW,Lawton Fort Sill Regional Airport,Lawton,US
ALZ,Alitak Seaplane Base,Lazy Bay,US
LEB,Lebanon Municipal Airport,Lebanon,US
LWB,Greenbrier Valley Airport,Lewisburg,US
LWS,Lewiston Nez Perce County Airport,Lewiston,US
LEX,Blue Grass Airport,Lexington,US
LBL,Liberal Mid-America Regional Airport,Liberal,US
LIH,Lihue Airport,"Lihue, Kauai",US
LNK,Lincoln Airport,Lincoln,US
LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US
LGB,Long Beach International Airport,Long Beach,US
GGG,East Texas Regional Airport,Longview,US
LPS,Lopez Island Airport,Lopez,US
LAX,Los Angeles International Airport,Los Angeles,US
SDF,Louisville Muhammad Ali International Airport,Louisville,US
LBB,Lubbock Preston Smith International Airport,Lubbock,US
LYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US
